X,Y,support,confidence,lift
"Zipcode:94108, Proposed Construction Type:5",Supervisor District:3,0.000703871,1,69.52114645
"Existing Construction Type:5, Existing Use:1 family dwelling, Proposed Construction Type:5, Fire Only Permit:Y",Permit Type:8,0.000698844,0.763736264,13.76344504
"Existing Use:1 family dwelling, Proposed Construction Type:5, Fire Only Permit:Y","Permit Type:8, Existing Construction Type:5",0.000698844,0.755434783,29.85415821
"Existing Use:1 family dwelling, Fire Only Permit:Y","Permit Type:8, Existing Construction Type:5, Proposed Construction Type:5",0.000698844,0.712820513,28.63085622
"Existing Construction Type:5, Existing Use:1 family dwelling, Fire Only Permit:Y","Permit Type:8, Proposed Construction Type:5",0.000698844,0.763736264,28.6509134
"Permit Type:8, Existing Use:1 family dwelling, Proposed Construction Type:5, Fire Only Permit:Y",Existing Construction Type:5,0.000698844,0.985815603,23.85385929
"Permit Type:8, Existing Use:1 family dwelling, Fire Only Permit:Y","Existing Construction Type:5, Proposed Construction Type:5",0.000698844,0.926666667,24.75342466
"Permit Type:8, Existing Construction Type:5, Existing Use:1 family dwelling, Fire Only Permit:Y",Proposed Construction Type:5,0.000698844,1,24.50714638
"Existing Construction Type:2, Supervisor District:10, Proposed Construction Type:2",Permit Type:8,0.000698844,0.817647059,14.73498233
"Supervisor District:10, Proposed Construction Type:2","Permit Type:8, Existing Construction Type:2",0.000698844,0.731578947,141.823638
"Supervisor District:10, Existing Construction Type:2","Permit Type:8, Proposed Construction Type:2",0.000698844,0.705583756,133.0242741
"Permit Type:8, Supervisor District:10, Proposed Construction Type:2",Existing Construction Type:2,0.000698844,0.945578231,129.8864021
"Permit Type:8, Existing Construction Type:2, Supervisor District:10",Proposed Construction Type:2,0.000698844,0.978873239,144.4346345
"Supervisor District:6, Proposed Construction Type:5, Zipcode:94107",Permit Type:8,0.000698844,0.755434783,13.61384237
"Current Status:issued, Zipcode:94103, Proposed Construction Type:5",Existing Construction Type:5,0.000698844,0.902597403,21.84022182
"Existing Construction Type:5, Current Status:issued, Zipcode:94103",Proposed Construction Type:5,0.000698844,0.832335329,20.39816375
"Existing Use:office, Fire Only Permit:Y, Existing Construction Type:1",Permit Type:8,0.000698844,0.727748691,13.11490574
"Existing Use:office, Existing Construction Type:3, Current Status:complete",Proposed Construction Type:3,0.000698844,0.863354037,69.52271984
"Existing Use:office, Proposed Construction Type:3, Current Status:complete",Existing Construction Type:3,0.000698844,0.972027972,74.417384
"Existing Construction Type:5, Existing Use:1 family dwelling, Fire Only Permit:Y",Permit Type:8,0.000698844,0.763736264,13.76344504
"Existing Use:1 family dwelling, Fire Only Permit:Y","Permit Type:8, Existing Construction Type:5",0.000698844,0.712820513,28.17007749
"Permit Type:8, Existing Use:1 family dwelling, Fire Only Permit:Y",Existing Construction Type:5,0.000698844,0.926666667,22.42262774
"Neighborhoods - Analysis Boundaries:Potrero Hill, Permit Type:3",Supervisor District:10,0.000698844,0.926666667,104.6049943
"Existing Construction Type:5, Permit Type:8, Zipcode:94123",Neighborhoods - Analysis Boundaries:Marina,0.000698844,0.794285714,363.1802956
"Existing Construction Type:5, Permit Type:8, Neighborhoods - Analysis Boundaries:Marina",Zipcode:94123,0.000698844,1,365.625
"Existing Use:office, Existing Construction Type:1, Current Status:issued",Proposed Construction Type:1,0.000698844,0.817647059,58.52105074
"Proposed Construction Type:1, Existing Use:office, Current Status:issued",Existing Construction Type:1,0.000698844,0.972027972,68.999416
"Zipcode:94117, Existing Use:apartments",Proposed Construction Type:5,0.000698844,0.67804878,16.61704071
"Fire Only Permit:Y, Zipcode:94107, Current Status:complete",Permit Type:8,0.000698844,0.891025641,16.05735254
"Zipcode:94117, Neighborhoods - Analysis Boundaries:Hayes Valley",Proposed Construction Type:5,0.000698844,0.698492462,17.11805702
"Neighborhoods - Analysis Boundaries:South of Market, Existing Use:office",Supervisor District:6,0.000698844,1,66.56626506
"Neighborhoods - Analysis Boundaries:Chinatown, Proposed Construction Type:3",Supervisor District:3,0.000698844,1,69.52114645
"Current Status:issued, Supervisor District:6, Zipcode:94107",Permit Type:8,0.000698844,0.661904762,11.92831903
"Supervisor District:8, Neighborhoods - Analysis Boundaries:Mission, Zipcode:94110",Existing Construction Type:5,0.000698844,0.615044248,14.88227505
"Existing Construction Type:5, Supervisor District:8, Zipcode:94110",Neighborhoods - Analysis Boundaries:Mission,0.000698844,0.604347826,73.16176665
"Existing Construction Type:5, Supervisor District:8, Neighborhoods - Analysis Boundaries:Mission",Zipcode:94110,0.000698844,0.643518519,89.44502679
"Supervisor District:10, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.000698844,0.702020202,12.65124746
"Existing Use:apartments, Neighborhoods - Analysis Boundaries:Nob Hill",Supervisor District:3,0.000698844,1,69.52114645
"Existing Construction Type:5, Permit Type:8, Zipcode:94123, Supervisor District:2",Neighborhoods - Analysis Boundaries:Marina,0.000698844,0.794285714,363.1802956
"Existing Construction Type:5, Permit Type:8, Zipcode:94123","Neighborhoods - Analysis Boundaries:Marina, Supervisor District:2",0.000698844,0.794285714,363.1802956
"Existing Construction Type:5, Permit Type:8, Neighborhoods - Analysis Boundaries:Marina, Supervisor District:2",Zipcode:94123,0.000698844,1,365.625
"Existing Construction Type:5, Permit Type:8, Neighborhoods - Analysis Boundaries:Marina","Zipcode:94123, Supervisor District:2",0.000698844,1,365.625
"Existing Construction Type:5, Permit Type:8, Neighborhoods - Analysis Boundaries:Marina, Zipcode:94123",Supervisor District:2,0.000698844,1,101.843318
"Existing Use:office, Supervisor District:6, Existing Construction Type:1",Proposed Construction Type:1,0.000698844,0.789772727,56.52601492
"Proposed Construction Type:1, Existing Use:office, Supervisor District:6",Existing Construction Type:1,0.000698844,0.965277778,68.52025339
"Supervisor District:8, Existing Use:1 family dwelling, Permit Type:3",Existing Construction Type:5,0.000698844,0.972027972,23.52023889
"Current Status:issued, Existing Use:food/beverage hndlng, Proposed Construction Type:5",Existing Construction Type:5,0.000698844,1,24.19708029
"Existing Construction Type:5, Current Status:issued, Existing Use:food/beverage hndlng",Proposed Construction Type:5,0.000698844,0.739361702,18.11964546
"Existing Construction Type:5, Permit Type:8, Neighborhoods - Analysis Boundaries:Marina",Supervisor District:2,0.000698844,1,101.843318
"Neighborhoods - Analysis Boundaries:Chinatown, Existing Construction Type:3",Proposed Construction Type:3,0.000693816,0.913907285,73.59358662
"Neighborhoods - Analysis Boundaries:Chinatown, Proposed Construction Type:3",Existing Construction Type:3,0.000693816,0.992805755,76.00810806
"Supervisor District:10, Existing Construction Type:1",Permit Type:8,0.000693816,0.657142857,11.84250379
"Existing Construction Type:5, Zipcode:94103, Current Status:complete",Permit Type:8,0.000693816,0.700507614,12.62398881
"Proposed Construction Type:1, Existing Use:office, Fire Only Permit:Y",Permit Type:8,0.000693816,0.722513089,13.0205539
Existing Use:manufacturing,Permit Type:8,0.000693816,0.715025907,12.88562588
"Supervisor District:8, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.000693816,0.621621622,11.20236845
"Permit Type:8, Supervisor District:8, Neighborhoods - Analysis Boundaries:Mission",Proposed Construction Type:5,0.000693816,0.644859813,15.80367383
"Supervisor District:6, Proposed Construction Type:5, Fire Only Permit:Y",Existing Construction Type:5,0.000693816,0.913907285,22.11388795
"Existing Construction Type:5, Supervisor District:6, Fire Only Permit:Y",Proposed Construction Type:5,0.000693816,1,24.50714638
"Supervisor District:9, Fire Only Permit:Y, Zipcode:94110",Permit Type:8,0.000693816,0.873417722,15.74003668
"Permit Type:8, Fire Only Permit:Y, Supervisor District:9",Zipcode:94110,0.000693816,0.6359447,88.39231371
"Permit Type:8, Fire Only Permit:Y, Zipcode:94110",Supervisor District:9,0.000693816,0.650943396,93.14578526
"Current Status:filed, Zipcode:94133",Supervisor District:3,0.000693816,0.958333333,66.62443202
"Existing Use:office, Proposed Construction Type:5, Current Status:complete",Permit Type:8,0.000693816,0.737967914,13.29906842
"Proposed Construction Type:5, Zipcode:94117, Existing Use:apartments",Existing Construction Type:5,0.000693816,0.992805755,24.02300058
"Zipcode:94117, Existing Use:apartments","Existing Construction Type:5, Proposed Construction Type:5",0.000693816,0.673170732,17.9819579
"Existing Construction Type:5, Zipcode:94117, Existing Use:apartments",Proposed Construction Type:5,0.000693816,0.985714286,24.15704429
"Permit Type:8, Proposed Construction Type:5, Fire Only Permit:Y, Supervisor District:3",Existing Construction Type:5,0.000693816,0.971830986,23.5154724
"Proposed Construction Type:5, Fire Only Permit:Y, Supervisor District:3","Existing Construction Type:5, Permit Type:8",0.000693816,0.857142857,33.87357725
"Existing Construction Type:5, Proposed Construction Type:5, Fire Only Permit:Y, Supervisor District:3",Permit Type:8,0.000693816,0.890322581,16.04468255
"Existing Construction Type:5, Fire Only Permit:Y, Supervisor District:3","Permit Type:8, Proposed Construction Type:5",0.000693816,0.873417722,32.76551958
"Existing Construction Type:5, Permit Type:8, Fire Only Permit:Y, Supervisor District:3",Proposed Construction Type:5,0.000693816,0.985714286,24.15704429
"Existing Use:office, Proposed Construction Type:5, Current Status:issued",Existing Construction Type:5,0.000693816,0.985714286,23.85140772
"Existing Construction Type:5, Existing Use:office, Current Status:issued",Proposed Construction Type:5,0.000693816,0.807017544,19.77769708
"Neighborhoods - Analysis Boundaries:South of Market, Proposed Construction Type:3",Permit Type:8,0.000693816,0.663461538,11.95637401
"Neighborhoods - Analysis Boundaries:South of Market, Proposed Construction Type:3, Supervisor District:6",Permit Type:8,0.000693816,0.663461538,11.95637401
"Neighborhoods - Analysis Boundaries:South of Market, Proposed Construction Type:3","Permit Type:8, Supervisor District:6",0.000693816,0.663461538,74.2196288
"Neighborhoods - Analysis Boundaries:South of Market, Permit Type:8, Proposed Construction Type:3",Supervisor District:6,0.000693816,1,66.56626506
"Existing Construction Type:5, Supervisor District:3, Neighborhoods - Analysis Boundaries:Nob Hill",Permit Type:8,0.000693816,0.6,10.81272085
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill","Permit Type:8, Supervisor District:3",0.000693816,0.6,66.37374861
"Existing Construction Type:5, Permit Type:8, Neighborhoods - Analysis Boundaries:Nob Hill",Supervisor District:3,0.000693816,1,69.52114645
"Zipcode:94109, Proposed Construction Type:5, Current Status:complete",Permit Type:8,0.000693816,0.741935484,13.37056879
"Neighborhoods - Analysis Boundaries:Chinatown, Existing Construction Type:3, Supervisor District:3",Proposed Construction Type:3,0.000693816,0.913907285,73.59358662
"Neighborhoods - Analysis Boundaries:Chinatown, Existing Construction Type:3","Proposed Construction Type:3, Supervisor District:3",0.000693816,0.913907285,312.8677434
"Neighborhoods - Analysis Boundaries:Chinatown, Proposed Construction Type:3, Supervisor District:3",Existing Construction Type:3,0.000693816,0.992805755,76.00810806
"Neighborhoods - Analysis Boundaries:Chinatown, Proposed Construction Type:3","Existing Construction Type:3, Supervisor District:3",0.000693816,0.992805755,309.0282703
"Neighborhoods - Analysis Boundaries:Chinatown, Proposed Construction Type:3, Existing Construction Type:3",Supervisor District:3,0.000693816,1,69.52114645
"Existing Construction Type:3, Zipcode:94110",Supervisor District:9,0.000693816,0.722513089,103.3869449
"Existing Construction Type:3, Supervisor District:9",Zipcode:94110,0.000693816,0.618834081,86.01404518
"Supervisor District:5, Proposed Construction Type:5, Existing Use:apartments",Permit Type:8,0.000693816,0.605263158,10.90756928
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Nob Hill",Permit Type:8,0.000693816,0.6,10.81272085
"Supervisor District:6, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.000693816,0.641860465,11.56709672
"Zipcode:94108, Proposed Construction Type:3",Supervisor District:3,0.000693816,1,69.52114645
"Supervisor District:6, Zipcode:94103, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.000693816,0.641860465,11.56709672
"Supervisor District:6, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Zipcode:94103",0.000693816,0.641860465,131.0739697
"Permit Type:8, Supervisor District:6, Neighborhoods - Analysis Boundaries:Mission",Zipcode:94103,0.000693816,1,121.5027489
"Existing Use:1 family dwelling, Current Status:filed, Permit Type:3",Existing Construction Type:5,0.000693816,0.926174497,22.41071866
"Supervisor District:8, Existing Use:2 family dwelling",Permit Type:8,0.000693816,0.610619469,11.00409644
"Zipcode:94112, Proposed Construction Type:5, Current Status:complete",Existing Construction Type:5,0.000688788,0.83030303,20.09090909
"Existing Construction Type:5, Zipcode:94112, Current Status:complete",Proposed Construction Type:5,0.000688788,0.925675676,22.68566928
"Supervisor District:8, Existing Use:1 family dwelling, Permit Type:3",Proposed Construction Type:5,0.000688788,0.958041958,23.4788745
"Zipcode:94109, Existing Construction Type:5, Proposed Construction Type:5, Supervisor District:3",Permit Type:8,0.000688788,0.68159204,12.28310743
"Zipcode:94109, Proposed Construction Type:5, Supervisor District:3","Permit Type:8, Existing Construction Type:5",0.000688788,0.643192488,25.41843551
"Zipcode:94109, Existing Construction Type:5, Supervisor District:3","Permit Type:8, Proposed Construction Type:5",0.000688788,0.603524229,22.64069581
"Zipcode:94109, Permit Type:8, Existing Construction Type:5, Supervisor District:3",Proposed Construction Type:5,0.000688788,0.978571429,23.98199324
"Zipcode:94109, Permit Type:8, Proposed Construction Type:5, Supervisor District:3",Existing Construction Type:5,0.000688788,0.951388889,23.02083333
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Zipcode:94123, Supervisor District:2",Permit Type:8,0.000688788,0.643192488,11.59110138
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5, Supervisor District:2","Permit Type:8, Zipcode:94123",0.000688788,0.643192488,398.5388969
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Marina, Proposed Construction Type:5","Permit Type:8, Zipcode:94123, Supervisor District:2",0.000688788,0.643192488,398.5388969
